idx,start,stop,text,speaker,strt_Frm,end_Frm
667,"00:48:29,176","00:48:32,633","to ""scram,"" or instantly shut down, the reaction. ",LEGASOV,69752,69823
668,"00:48:32,635","00:48:36,257","In Soviet reactors, that button is called AZ-5. ",LEGASOV,69823,69919
669,"00:48:36,259","00:48:41,299","You press AZ-5, all of the control rods insert at once, ",LEGASOV,69919,70039
670,"00:48:41,301","00:48:45,466",and the reaction is stopped dead. ,CHARKOV,70039,70135
671,"00:48:45,468","00:48:47,301",But... ,LEGASOV,70135,70183
672,"00:48:53,176","00:48:57,057","What are you waiting for, Legasov? Tell your lies. ",JUDGE KADNIKOV,70327,70423
673,"00:48:57,060","00:48:59,433","Comrade Dyatlov, you will not be warned again. ",CHARKOV,70423,70471
674,"00:48:59,436","00:49:01,633","- Or what? - For god's sake, Dyatlov. ",JUDGE KADNIKOV,70471,70519
675,"00:49:01,635","00:49:03,591",Legasov's already given it away. ,CHARKOV,70519,70567
676,"00:49:03,593","00:49:06,800","He said before, there was no way to avoid what was coming. ",LEGASOV,70567,70639
677,"00:49:06,803","00:49:09,799",he knows something. She knows something. - Comrade Dyatlov.,LEGASOV,70639,70711
678,"00:49:09,801","00:49:13,507","I know what you are, Valery Alexeyevich. ",CHARKOV,70711,70807
679,"00:49:13,509","00:49:16,549",- You're a liar. - We've heard enough for today. ,CHARKOV,70807,70878
680,"00:49:16,551","00:49:20,507",The defendants will be remanded in custody. ,CHARKOV,70878,70974
681,"00:49:20,509","00:49:23,591",- Court will... - I... I haven't finished. ,CHARKOV,70974,71046
682,"00:49:23,593","00:49:25,716",I still have more evidence to give. ,LEGASOV,71046,71094
683,"00:49:25,718","00:49:29,174",It's not necessary. Your testimony is concluded. ,CHARKOV,71094,71190
684,"00:49:29,176","00:49:32,288",your Honor. - Court Is now adjourned.,CHARKOV,71190,71262
685,"00:49:32,291","00:49:34,799",we will resume tomorrow with... - Let him finish.,CHARKOV,71262,71310
686,"00:49:37,384","00:49:39,384",Comrade Shcherbina... ,CHARKOV,71382,71430
687,"00:49:41,551","00:49:43,885",Let him finish. ,CHARKOV,71478,71526
688,"00:50:07,760","00:50:10,257",Dyatlov broke every rule we have. ,LEGASOV,72101,72173
689,"00:50:14,009","00:50:17,426",He pushed a reactor to the brink of destruction. ,LEGASOV,72269,72341
690,"00:50:21,593","00:50:24,299",He did these things believing there was a failsafe. ,CHARKOV,72437,72509
691,"00:50:24,301","00:50:27,633","AZ-5, a simple button to shut it all down. ",LEGASOV,72509,72581
692,"00:50:27,635","00:50:32,299","But in the circumstances he created, there wasn't. ",CHARKOV,72581,72701
693,"00:50:32,301","00:50:35,760",The shutdown system had a fatal flaw. ,JUDGE KADNIKOV,72701,72773
694,"00:50:37,760","00:50:43,259","At 1:23:40, Akimov engages AZ-5. ",LEGASOV,72821,72965
695,"00:50:50,718","00:50:52,549",The fully-withdrawn control rods ,LEGASOV,73132,73180
696,"00:50:52,551","00:50:54,758",begin moving back into the reactor. ,LEGASOV,73180,73228
697,"00:50:54,760","00:50:57,716","These rods are made of boron, which reduces reactivity, ",LEGASOV,73228,73300
698,"00:50:57,718","00:50:59,466",but not their tips. ,LEGASOV,73300,73348
699,"00:50:59,468","00:51:04,507","The tips are made of graphite, which accelerates reactivity. ",LEGASOV,73348,73468
700,"00:51:04,509","00:51:06,301",Why? ,LEGASOV,73468,73516
701,"00:51:10,176","00:51:12,134",Why? ,LEGASOV,73612,73660
702,"00:51:13,509","00:51:16,090",For the same reason our reactors ,LEGASOV,73684,73756
703,"00:51:16,092","00:51:19,257","do not have containment buildings around them, ",CHARKOV,73756,73828
704,"00:51:19,259","00:51:20,382",like those in the West. ,CHARKOV,73828,73852
705,"00:51:20,384","00:51:22,799",For the same reason we don't use ,LEGASOV,73852,73900
706,"00:51:22,801","00:51:25,424",properly enriched fuel in our cores. ,LEGASOV,73900,73972
707,"00:51:25,426","00:51:27,799",For the same reason we are the only nation ,LEGASOV,73972,74020
708,"00:51:27,801","00:51:32,174","that builds water-cooled, graphite-moderated reactors ",LEGASOV,74020,74139
709,"00:51:32,176","00:51:35,301",with a positive void coefficient. ,CHARKOV,74139,74211
710,"00:51:36,676","00:51:37,841",It's cheaper. ,LEGASOV,74235,74259
711,"00:51:44,134","00:51:47,049",The first part of the rods that enter the core ,LEGASOV,74427,74499
712,"00:51:47,051","00:51:48,382",are the graphite tips. ,CHARKOV,74499,74523
713,"00:51:48,384","00:51:50,841","And when they do, the reaction in the core, ",LEGASOV,74523,74571
714,"00:51:50,843","00:51:53,591","which had been rising, skyrockets. ",CHARKOV,74571,74643
715,"00:51:53,593","00:51:57,090",Every last molecule of liquid water ,LEGASOV,74643,74739
716,"00:51:57,092","00:51:58,799","instantly converts to steam, ",CHARKOV,74739,74763
717,"00:51:58,801","00:52:02,174",which expands and ruptures a series of fuel rod channels. ,LEGASOV,74763,74859
718,"00:52:02,176","00:52:06,382",The control rods in those channels can move no further. ,LEGASOV,74859,74955
719,"00:52:06,384","00:52:09,007","The graphite tips are fixed in position, ",CHARKOV,74955,75027
720,"00:52:09,009","00:52:11,883",endlessly accelerating the reaction. ,LEGASOV,75027,75075
721,"00:52:11,885","00:52:15,965",Chernobyl Reactor 4 is now a nuclear bomb. ,CHARKOV,75075,75171
722,"00:52:15,967","00:52:18,591",1:23:42,LEGASOV,75171,75242
723,"00:52:18,593","00:52:20,424",Perevozchenko looks down ,CHARKOV,75242,75290
724,"00:52:20,426","00:52:23,049",on the enormous steel lid of the reactor... ,LEGASOV,75290,75362
725,"00:52:23,051","00:52:25,049",...and sees the impossible. ,LEGASOV,75362,75410
726,"00:52:25,051","00:52:27,007","The control rod and fuel channel caps, ",LEGASOV,75410,75458
727,"00:52:27,009","00:52:29,174","which each weigh 350 kilograms, ",LEGASOV,75458,75506
728,"00:52:29,176","00:52:30,841",are jumping up and down. ,CHARKOV,75506,75530
729,"00:52:30,843","00:52:33,507",He runs to warn the control room. ,LEGASOV,75530,75602
730,"00:52:33,509","00:52:37,049",But there's nothing he can do to stop what is coming. ,LEGASOV,75602,75698
731,"00:52:37,051","00:52:39,803",1:23 and 44 seconds. ,LEGASOV,75698,75746
732,"00:52:39,806","00:52:43,716",The steam blows more fuel channels apart. ,CHARKOV,75746,75842
733,"00:52:43,718","00:52:45,883",We do not know how high the power went. ,LEGASOV,75842,75890
734,"00:52:45,885","00:52:48,176",We only know the final reading. ,JUDGE KADNIKOV,75890,75962
735,"00:52:49,760","00:52:51,092","Reactor 4, ",LEGASOV,75986,76034
736,"00:52:51,095","00:52:55,049","designed to operate at 3200 megawatts, ",JUDGE KADNIKOV,76034,76130
737,"00:52:55,051","00:52:58,718","went beyond 33,000. ",LEGASOV,76130,76202
738,"00:53:03,217","00:53:07,090",The pressure inside the core can no longer be held back. ,CHARKOV,76321,76417
739,"00:53:07,092","00:53:14,883","At long last, we have arrived. 1:23:45, explosion. ",LEGASOV,76417,76585
740,"00:53:14,885","00:53:19,279","In the instant the lid is thrown off the reactor, oxygen rushes in. ",LEGASOV,76585,76705
741,"00:53:19,282","00:53:23,502",It combines with hydrogen and super-heated graphite. ,LEGASOV,76705,76801
742,"00:53:25,343","00:53:28,426",The chain of disaster is now complete. ,CHARKOV,76849,76921
743,"00:53:50,384","00:53:52,509",Comrade Dyatlov! ,LEGASOV,77448,77496
744,"00:53:57,293","00:53:59,126",Comrade Dyatlov! ,LEGASOV,77616,77664
745,"00:54:09,801","00:54:12,799",No one in the room that night knew ,LEGASOV,77904,77976
746,"00:54:12,801","00:54:16,259",the shutdown button could act as a detonator. ,LEGASOV,77976,78072
747,"00:54:17,801","00:54:19,633","They didn't know it, ",LEGASOV,78096,78144
748,"00:54:19,635","00:54:22,633",because it was kept from them. ,LEGASOV,78144,78216
749,"00:54:22,635","00:54:25,174","Comrade Legasov, you're contradicting ",CHARKOV,78216,78288
750,"00:54:25,176","00:54:27,591",your own testimony in Vienna. ,CHARKOV,78288,78336
751,"00:54:27,593","00:54:30,382",My testimony in Vienna was a lie. ,CHARKOV,78336,78408
752,"00:54:30,384","00:54:34,466",I lied to the world. ,CHARKOV,78408,78503
753,"00:54:34,468","00:54:36,883",I'm not the only one who kept this secret. ,LEGASOV,78503,78551
754,"00:54:36,885","00:54:39,174",There are many. ,LEGASOV,78551,78623
755,"00:54:39,176","00:54:41,699","We were following orders, ",LEGASOV,78623,78671
756,"00:54:41,702","00:54:43,632","from the KGB, from the Central Committee. ",CHARKOV,78671,78719
757,"00:54:43,635","00:54:46,382","And right now, there are 16 reactors in the Soviet Union ",LEGASOV,78719,78791
758,"00:54:46,384","00:54:48,924",with the same fatal flaw. ,JUDGE KADNIKOV,78791,78839
759,"00:54:48,926","00:54:50,746",Three of them are still running ,CHARKOV,78839,78887
760,"00:54:50,749","00:54:53,376",less than 20 kilometers away at Chernobyl. ,CHARKOV,78887,78959
761,"00:54:53,379","00:54:57,341","Professor Legasov, if you mean to suggest the Soviet State ",JUDGE KADNIKOV,78959,79055
762,"00:54:57,343","00:54:59,174","is somehow responsible for what happened, ",JUDGE KADNIKOV,79055,79103
763,"00:54:59,176","00:55:02,321","then I must warn you, you are treading on dangerous ground. ",JUDGE KADNIKOV,79103,79175
764,"00:55:02,324","00:55:04,424",I've already trod on dangerous ground. ,LEGASOV,79175,79223
765,"00:55:04,426","00:55:06,549","We're on dangerous ground right now, ",LEGASOV,79223,79271
766,"00:55:06,551","00:55:09,382",because of our secrets and our lies. ,LEGASOV,79271,79343
767,"00:55:09,384","00:55:12,549",They're practically what define us. ,LEGASOV,79343,79415
768,"00:55:12,551","00:55:15,758","When the truth offends, we lie and lie ",LEGASOV,79415,79487
769,"00:55:15,760","00:55:18,215",until we can no longer remember it is even there. ,LEGASOV,79487,79559
770,"00:55:18,217","00:55:21,217",But it is still there. ,LEGASOV,79559,79630
771,"00:55:23,384","00:55:27,718",Every lie we tell incurs a debt to the truth. ,LEGASOV,79678,79774
772,"00:55:29,843","00:55:32,718","Sooner or later, that debt is paid. ",LEGASOV,79822,79894
773,"00:55:36,885","00:55:42,426",That is how an RBMK reactor core explodes. ,LEGASOV,79990,80134
774,"00:55:46,092","00:55:47,635",Lies. ,LEGASOV,80230,80254
775,"00:57:51,593","00:57:54,716","Valery Alexeyevich Legasov, ",CHARKOV,83227,83299
776,"00:57:54,718","00:57:57,841","son of Alexei Legasov, ",CHARKOV,83299,83371
777,"00:57:57,843","00:58:01,382","Head of Ideological Compliance, Central Committee. ",CHARKOV,83371,83467
778,"00:58:01,384","00:58:03,466",Do you know what your father did there? ,CHARKOV,83467,83515
779,"00:58:03,468","00:58:05,007",Yes. ,LEGASOV,83515,83563
780,"00:58:05,009","00:58:09,049","As a student, you had a leadership position in Komsomol. ",CHARKOV,83563,83659
781,"00:58:09,051","00:58:11,384","Communist Youth, correct? ",CHARKOV,83659,83707
782,"00:58:12,384","00:58:14,883",you already know. - Answer the D767.,CHARKOV,83731,83779
783,"00:58:14,885","00:58:16,051",Yes. ,LEGASOV,83779,83827
784,"00:58:17,843","00:58:20,049","At the Kuchartov Institute, ",CHARKOV,83851,83923
785,"00:58:20,051","00:58:22,758",you were the Communist Party secretary. ,CHARKOV,83923,83970
786,"00:58:22,760","00:58:24,257","In the position, you limited ",CHARKOV,83970,84018
787,"00:58:24,259","00:58:27,176",the promotion of Jewish scientists. ,CHARKOV,84018,84090
788,"00:58:31,635","00:58:33,090",Yes. ,LEGASOV,84186,84234
789,"00:58:33,092","00:58:36,760",To curry favor with Kremlin officials. ,CHARKOV,84234,84306
790,"00:58:41,426","00:58:43,718","You're one of us, Legasov. ",CHARKOV,84426,84474
791,"00:58:45,134","00:58:47,551",I can do anything I want with you. ,CHARKOV,84522,84570
792,"00:58:48,760","00:58:52,924",But what I want most is for you to know that I know. ,CHARKOV,84594,84690
793,"00:58:52,926","00:58:55,382",You're not brave. ,CHARKOV,84690,84762
794,"00:58:55,384","00:58:57,593",You're not heroic. ,CHARKOV,84762,84810
795,"00:58:59,092","00:59:02,424",You're just a dying man who forgot himself. ,CHARKOV,84858,84930
796,"00:59:02,426","00:59:06,134","I know who I am, and I know what I've done. ",LEGASOV,84930,85025
797,"00:59:08,718","00:59:11,174","In a just world, I'd be shot for my lies, ",LEGASOV,85073,85145
798,"00:59:11,176","00:59:14,424","but not for this, not for the truth. ",LEGASOV,85145,85217
799,"00:59:14,426","00:59:16,633",Scientists... ,CHARKOV,85217,85265
800,"00:59:16,635","00:59:20,466",and your idiot obsessions with reasons. ,CHARKOV,85265,85361
801,"00:59:20,468","00:59:22,799","When the bullet hits your skull, ",CHARKOV,85361,85409
802,"00:59:22,801","00:59:25,343",what will it matter why? ,CHARKOV,85409,85481
803,"00:59:32,593","00:59:35,134","No one's getting shot, Legasov. ",CHARKOV,85649,85721
804,"00:59:36,635","00:59:39,049",The whole world saw you in Vienna. ,CHARKOV,85745,85817
805,"00:59:39,051","00:59:41,299",It would be embarrassing to kill you now. ,CHARKOV,85817,85865
806,"00:59:41,301","00:59:42,841",And for what? ,CHARKOV,85865,85889
807,"00:59:42,843","00:59:46,716",Your testimony today will not be accepted by the State. ,CHARKOV,85889,85985
808,"00:59:46,718","00:59:49,841",It will not be disseminated in the press. ,CHARKOV,85985,86057
809,"00:59:49,843","00:59:51,801",It never happened. ,CHARKOV,86057,86104
810,"00:59:53,092","00:59:56,132","No, you will live, ",CHARKOV,86152,86224
811,"00:59:56,134","00:59:58,007","however long you have, ",CHARKOV,86224,86272
812,"00:59:58,009","01:00:01,799","but not as a scientist, not anymore. ",CHARKOV,86272,86344
813,"01:00:01,801","01:00:06,424","You'll keep your title and your office, ",CHARKOV,86344,86464
814,"01:00:06,426","01:00:11,424","but no duties, no authority, no friends. ",CHARKOV,86464,86584
815,"01:00:11,426","01:00:13,591",No one will talk to you. ,CHARKOV,86584,86632
816,"01:00:13,593","01:00:15,509",No one will listen to you. ,CHARKOV,86632,86680
817,"01:00:17,468","01:00:21,841","Other men, lesser men, ",CHARKOV,86728,86824
818,"01:00:21,843","01:00:25,591",will receive credit for the things you have done. ,CHARKOV,86824,86920
819,"01:00:25,593","01:00:27,965",Your legacy is now their legacy. ,CHARKOV,86920,86968
820,"01:00:27,967","01:00:30,718",You'll live long enough to see that. ,CHARKOV,86968,87040
821,"01:00:34,134","01:00:36,633",What role did Shcherbina play in this? ,CHARKOV,87136,87184
822,"01:00:36,635","01:00:37,841",None. ,LEGASOV,87184,87207
823,"01:00:37,843","01:00:40,384",He didn't know what I was gonna say. ,LEGASOV,87207,87279
824,"01:00:41,676","01:00:44,841",What role did Khomyuk play in this? ,CHARKOV,87303,87375
825,"01:00:44,843","01:00:46,382",None. ,LEGASOV,87375,87423
826,"01:00:46,384","01:00:48,885",She didn't know either. ,LEGASOV,87423,87471
827,"01:00:50,259","01:00:52,716","After all you've said and done today, ",CHARKOV,87519,87567
828,"01:00:52,718","01:00:58,676",it would be curious if you chose this moment to lie. ,CHARKOV,87567,87711
829,"01:01:01,593","01:01:03,549",I would think a man of your experience ,LEGASOV,87783,87831
830,"01:01:03,551","01:01:05,885",would know a lie when he hears one. ,LEGASOV,87831,87879
831,"01:01:10,051","01:01:11,424",You will not meet or communicate ,CHARKOV,87999,88023
832,"01:01:11,426","01:01:13,674",with either one of them ever again. ,CHARKOV,88023,88071
833,"01:01:13,676","01:01:16,257",You will not communicate with anyone ,CHARKOV,88071,88143
834,"01:01:16,259","01:01:18,384",about Chernobyl ever again. ,CHARKOV,88143,88191
835,"01:01:19,426","01:01:21,924",You will remain so immaterial to the world around you ,CHARKOV,88215,88263
836,"01:01:21,926","01:01:23,799","that when you finally do die, ",CHARKOV,88263,88310
837,"01:01:23,801","01:01:28,092",it will be exceedingly hard to know that you ever lived at all. ,CHARKOV,88310,88430
838,"01:01:32,426","01:01:34,259",What if I refuse? ,LEGASOV,88526,88574
839,"01:01:37,426","01:01:40,591",Why worry about something that isn't going to happen? ,LEGASOV,88646,88718
840,"01:01:41,926","01:01:46,007","""Why worry about something that isn't going to happen?"" ",LEGASOV,88742,88862
841,"01:01:46,009","01:01:48,341","Oh, that's perfect. ",LEGASOV,88862,88910
842,"01:01:48,343","01:01:51,426",They should put that on our money. ,LEGASOV,88910,88982
843,"01:03:00,509","01:03:04,674",To be a scientist is to be naive. ,CHARKOV,90636,90732
844,"01:03:04,676","01:03:07,094","We are so focused on our search for truth, ",LEGASOV,90732,90804
845,"01:03:07,097","01:03:11,716",we fail to consider how few actually want us to find it. ,LEGASOV,90804,90900
846,"01:03:11,718","01:03:16,174","But it is always there, whether we see it or not, ",LEGASOV,90900,91020
847,"01:03:16,176","01:03:18,090",whether we choose to or not. ,LEGASOV,91020,91068
848,"01:03:18,092","01:03:20,924",The truth doesn't care about our needs or wants. ,LEGASOV,91068,91116
849,"01:03:20,926","01:03:22,716","It doesn't care about our governments, ",CHARKOV,91116,91164
850,"01:03:22,718","01:03:26,507","our ideologies, our religions. ",CHARKOV,91164,91260
851,"01:03:26,509","01:03:30,215",It will lie in wait for all time. ,CHARKOV,91260,91356
852,"01:03:30,217","01:03:34,215","And this, at last, is the gift of Chernobyl. ",CHARKOV,91356,91452
853,"01:03:34,217","01:03:36,924","Where I once would fear the cost of truth, ",LEGASOV,91452,91500
854,"01:03:36,926","01:03:39,543",now I only ask: ,LEGASOV,91500,91571
855,"01:03:40,624","01:03:43,386",What is the cost of lies? ,LEGASOV,91595,91667
856,"01:03:48,558","01:03:58,209",_ ,LEGASOV,91787,92027
857,"01:03:59,794","01:04:04,840",_ ,LEGASOV,92051,92171
858,"01:04:04,841","01:04:11,181",_ ,LEGASOV,92171,92339
859,"01:04:12,301","01:04:20,315",_ ,LEGASOV,92363,92555
860,"01:04:21,149","01:04:29,199",_ ,LEGASOV,92579,92770
861,"01:04:31,168","01:04:38,754",_ ,LEGASOV,92818,92986
862,"01:04:40,210","01:04:47,509",_ ,LEGASOV,93034,93202
863,"01:04:48,926","01:04:57,347",_ ,LEGASOV,93226,93442
864,"01:04:59,777","01:05:05,192",_ ,LEGASOV,93490,93634
865,"01:05:05,193","01:05:12,992",_ ,LEGASOV,93634,93801
866,"01:05:14,411","01:05:24,629",_ ,LEGASOV,93849,94089
867,"01:05:26,152","01:05:30,092",_ ,LEGASOV,94137,94233
868,"01:05:30,093","01:05:36,715",_ ,LEGASOV,94233,94377
869,"01:05:38,105","01:05:47,949",_ ,LEGASOV,94425,94641
870,"01:05:49,543","01:05:58,663",_ ,LEGASOV,94689,94904
871,"01:06:00,152","01:06:04,042",_ ,LEGASOV,94952,95048
872,"01:06:04,043","01:06:11,371",_ ,LEGASOV,95048,95216
873,"01:06:14,324","01:06:28,693",_ ,LEGASOV,95288,95624
874,"01:06:30,653","01:06:34,031",_ ,LEGASOV,95672,95768
875,"01:06:34,032","01:06:39,704",_ ,LEGASOV,95768,95888
876,"01:06:40,872","01:06:46,418",_ ,LEGASOV,95912,96055
877,"01:06:46,419","01:06:52,504",_ ,LEGASOV,96055,96199
878,"01:06:54,465","01:06:58,514",_ ,LEGASOV,96247,96343
879,"01:06:58,515","01:07:05,772",_ ,LEGASOV,96343,96511
880,"01:07:06,965","01:07:14,322",_ ,LEGASOV,96535,96727
881,"01:07:15,605","01:07:18,742",_ ,LEGASOV,96751,96823
882,"01:07:18,743","01:07:23,957",_ ,LEGASOV,96823,96943
883,"01:07:25,291","01:07:29,293",_ ,LEGASOV,96991,97086
884,"01:07:29,355","01:07:37,730",_ ,LEGASOV,97086,97278
885,"01:07:39,138","01:07:50,858",_ ,LEGASOV,97326,97590
886,"01:07:52,496","01:07:56,154",_ ,LEGASOV,97638,97734
887,"01:07:56,155","01:08:01,379",_ ,LEGASOV,97734,97854
888,"01:08:01,382","01:08:08,001",_ ,LEGASOV,97854,98022
889,"01:08:09,752","01:08:16,050",_ ,LEGASOV,98046,98213
890,"01:08:17,019","01:08:26,894",_ ,LEGASOV,98237,98453
891,"01:08:28,433","01:08:31,690",_ ,LEGASOV,98501,98573
892,"01:08:31,691","01:08:36,207",_ ,LEGASOV,98573,98693
893,"01:08:36,210","01:08:41,576",_ ,LEGASOV,98693,98813
894,"01:08:43,238","01:08:48,041",_ ,LEGASOV,98861,98981
895,"01:08:48,044","01:08:57,675",_ ,LEGASOV,98981,99196
896,"01:08:59,308","01:09:03,430",_ ,LEGASOV,99244,99340
897,"01:09:03,431","01:09:11,035",_ ,LEGASOV,99340,99532
898,"01:09:13,871","01:09:27,894",_ ,LEGASOV,99580,99916
899,"01:09:32,730","01:09:39,824",_ ,LEGASOV,100036,100204
900,"01:09:43,254","01:09:53,022","- <font color=""#D81D1D"">Synced and corrected by VitoSilans</font> - -- <font color=""#138CE9"">www.MY-SUBS.com</font> -- ",CHARKOV,100299,100539
